symbol_id,gegenstand,suchbegriff_de,suchbegriff_en,status,bester_id,bester_name,bester_keywords,bester_farbig_link,bester_sw_link,bester_arasaac_link,alternative_id,alternative_name,alternative_keywords,alternative_farbig_link,alternative_sw_link,alternative_arasaac_link,api_suche_de,api_suche_en,notiz
51,Fernglas,Fernglas,binoculars,API-Kandidat – visuell prüfen,8198,Fernglas,Fernglas,https://static.arasaac.org/pictograms/8198/8198_500.png,https://static.arasaac.org/pictograms/8198/8198_nocolor_500.png,https://arasaac.org/pictograms/8198,8531,Fernrohr,Fernrohr | Fernglas,https://static.arasaac.org/pictograms/8531/8531_500.png,https://static.arasaac.org/pictograms/8531/8531_nocolor_500.png,https://arasaac.org/pictograms/8531,https://api.arasaac.org/api/pictograms/de/search/Fernglas,https://api.arasaac.org/api/pictograms/en/search/binoculars,
52,Fußballtor,Fußballtor,soccer goal,API-Kandidat – visuell prüfen,35256,football,football | soccer,https://static.arasaac.org/pictograms/35256/35256_500.png,https://static.arasaac.org/pictograms/35256/35256_nocolor_500.png,https://arasaac.org/pictograms/35256,29116,soccer,soccer | football,https://static.arasaac.org/pictograms/29116/29116_500.png,https://static.arasaac.org/pictograms/29116/29116_nocolor_500.png,https://arasaac.org/pictograms/29116,https://api.arasaac.org/api/pictograms/de/search/Fu%C3%9Fballtor,https://api.arasaac.org/api/pictograms/en/search/soccer%20goal,
53,Karte,Karte,map,API-Kandidat – visuell prüfen,4751,Kreditkarte,Kreditkarte | Karte,https://static.arasaac.org/pictograms/4751/4751_500.png,https://static.arasaac.org/pictograms/4751/4751_nocolor_500.png,https://arasaac.org/pictograms/4751,24161,Landkarte,Landkarte | Karte,https://static.arasaac.org/pictograms/24161/24161_500.png,https://static.arasaac.org/pictograms/24161/24161_nocolor_500.png,https://arasaac.org/pictograms/24161,https://api.arasaac.org/api/pictograms/de/search/Karte,https://api.arasaac.org/api/pictograms/en/search/map,
54,Koffer,Koffer,suitcase,API-Kandidat – visuell prüfen,2931,Koffer,Koffer | Gepäck,https://static.arasaac.org/pictograms/2931/2931_500.png,https://static.arasaac.org/pictograms/2931/2931_nocolor_500.png,https://arasaac.org/pictograms/2931,8562,Gepäck,Gepäck | Koffer,https://static.arasaac.org/pictograms/8562/8562_500.png,https://static.arasaac.org/pictograms/8562/8562_nocolor_500.png,https://arasaac.org/pictograms/8562,https://api.arasaac.org/api/pictograms/de/search/Koffer,https://api.arasaac.org/api/pictograms/en/search/suitcase,
55,Kompass,Kompass,compass,API-Kandidat – visuell prüfen,8045,Kompass,Kompass,https://static.arasaac.org/pictograms/8045/8045_500.png,https://static.arasaac.org/pictograms/8045/8045_nocolor_500.png,https://arasaac.org/pictograms/8045,9146,compass,compass,https://static.arasaac.org/pictograms/9146/9146_500.png,https://static.arasaac.org/pictograms/9146/9146_nocolor_500.png,https://arasaac.org/pictograms/9146,https://api.arasaac.org/api/pictograms/de/search/Kompass,https://api.arasaac.org/api/pictograms/en/search/compass,
56,Krücke,Krücke,crutch,API-Kandidat – visuell prüfen,8361,Krücke,Krücke,https://static.arasaac.org/pictograms/8361/8361_500.png,https://static.arasaac.org/pictograms/8361/8361_nocolor_500.png,https://arasaac.org/pictograms/8361,,,,,,,https://api.arasaac.org/api/pictograms/de/search/Kr%C3%BCcke,https://api.arasaac.org/api/pictograms/en/search/crutch,
57,Lupe,Lupe,magnifying glass,API-Kandidat – visuell prüfen,9927,Lupe,Lupe,https://static.arasaac.org/pictograms/9927/9927_500.png,https://static.arasaac.org/pictograms/9927/9927_nocolor_500.png,https://arasaac.org/pictograms/9927,2356,glass,glass,https://static.arasaac.org/pictograms/2356/2356_500.png,https://static.arasaac.org/pictograms/2356/2356_nocolor_500.png,https://arasaac.org/pictograms/2356,https://api.arasaac.org/api/pictograms/de/search/Lupe,https://api.arasaac.org/api/pictograms/en/search/magnifying%20glass,
58,Mikrofon,Mikrofon,microphone,API-Kandidat – visuell prüfen,2912,Mikrofon,Mikrofon,https://static.arasaac.org/pictograms/2912/2912_500.png,https://static.arasaac.org/pictograms/2912/2912_nocolor_500.png,https://arasaac.org/pictograms/2912,37404,microphone,microphone,https://static.arasaac.org/pictograms/37404/37404_500.png,https://static.arasaac.org/pictograms/37404/37404_nocolor_500.png,https://arasaac.org/pictograms/37404,https://api.arasaac.org/api/pictograms/de/search/Mikrofon,https://api.arasaac.org/api/pictograms/en/search/microphone,
59,Pfeife,Pfeife,whistle,API-Kandidat – visuell prüfen,4722,Pfeife,Pfeife,https://static.arasaac.org/pictograms/4722/4722_500.png,https://static.arasaac.org/pictograms/4722/4722_nocolor_500.png,https://arasaac.org/pictograms/4722,6182,whistle,whistle,https://static.arasaac.org/pictograms/6182/6182_500.png,https://static.arasaac.org/pictograms/6182/6182_nocolor_500.png,https://arasaac.org/pictograms/6182,https://api.arasaac.org/api/pictograms/de/search/Pfeife,https://api.arasaac.org/api/pictograms/en/search/whistle,
60,Rollstuhl,Rollstuhl,wheelchair,API-Kandidat – visuell prüfen,25471,Rollstuhl,Rollstuhl | Rollstuhl mit Motor | elektrischer Rollstuhl,https://static.arasaac.org/pictograms/25471/25471_500.png,https://static.arasaac.org/pictograms/25471/25471_nocolor_500.png,https://arasaac.org/pictograms/25471,6212,Rollstuhl,Rollstuhl,https://static.arasaac.org/pictograms/6212/6212_500.png,https://static.arasaac.org/pictograms/6212/6212_nocolor_500.png,https://arasaac.org/pictograms/6212,https://api.arasaac.org/api/pictograms/de/search/Rollstuhl,https://api.arasaac.org/api/pictograms/en/search/wheelchair,
61,Schlafsack,Schlafsack,sleeping bag,API-Kandidat – visuell prüfen,4738,Schlafsack,Schlafsack,https://static.arasaac.org/pictograms/4738/4738_500.png,https://static.arasaac.org/pictograms/4738/4738_nocolor_500.png,https://arasaac.org/pictograms/4738,32422,bedroom,bedroom | sleeping room | bedchamber,https://static.arasaac.org/pictograms/32422/32422_500.png,https://static.arasaac.org/pictograms/32422/32422_nocolor_500.png,https://arasaac.org/pictograms/32422,https://api.arasaac.org/api/pictograms/de/search/Schlafsack,https://api.arasaac.org/api/pictograms/en/search/sleeping%20bag,
62,Schläger,Schläger,racket,API-Kandidat – visuell prüfen,2544,Schläger,Schläger | Tennisschläger,https://static.arasaac.org/pictograms/2544/2544_500.png,https://static.arasaac.org/pictograms/2544/2544_nocolor_500.png,https://arasaac.org/pictograms/2544,8501,Baseballschläger,Baseballschläger | Schläger,https://static.arasaac.org/pictograms/8501/8501_500.png,https://static.arasaac.org/pictograms/8501/8501_nocolor_500.png,https://arasaac.org/pictograms/8501,https://api.arasaac.org/api/pictograms/de/search/Schl%C3%A4ger,https://api.arasaac.org/api/pictograms/en/search/racket,
63,Seil,Seil,rope,API-Kandidat – visuell prüfen,7006,Seil,Seil | Schnur | Band,https://static.arasaac.org/pictograms/7006/7006_500.png,https://static.arasaac.org/pictograms/7006/7006_nocolor_500.png,https://arasaac.org/pictograms/7006,26026,Seil,Seil | Schnur,https://static.arasaac.org/pictograms/26026/26026_500.png,https://static.arasaac.org/pictograms/26026/26026_nocolor_500.png,https://arasaac.org/pictograms/26026,https://api.arasaac.org/api/pictograms/de/search/Seil,https://api.arasaac.org/api/pictograms/en/search/rope,
64,Stethoskop,Stethoskop,stethoscope,API-Kandidat – visuell prüfen,6000,Stethoskop,Stethoskop,https://static.arasaac.org/pictograms/6000/6000_500.png,https://static.arasaac.org/pictograms/6000/6000_nocolor_500.png,https://arasaac.org/pictograms/6000,,,,,,,https://api.arasaac.org/api/pictograms/de/search/Stethoskop,https://api.arasaac.org/api/pictograms/en/search/stethoscope,
65,Taschenlampe,Taschenlampe,flashlight,API-Kandidat – visuell prüfen,6138,Taschenlampe,Taschenlampe,https://static.arasaac.org/pictograms/6138/6138_500.png,https://static.arasaac.org/pictograms/6138/6138_nocolor_500.png,https://arasaac.org/pictograms/6138,,,,,,,https://api.arasaac.org/api/pictograms/de/search/Taschenlampe,https://api.arasaac.org/api/pictograms/en/search/flashlight,
66,Taschenmesser,Taschenmesser,pocket knife,API-Kandidat – visuell prüfen,8638,Taschenmesser,Taschenmesser | Springmesser | Klappmesser,https://static.arasaac.org/pictograms/8638/8638_500.png,https://static.arasaac.org/pictograms/8638/8638_nocolor_500.png,https://arasaac.org/pictograms/8638,6937,pocket,pocket,https://static.arasaac.org/pictograms/6937/6937_500.png,https://static.arasaac.org/pictograms/6937/6937_nocolor_500.png,https://arasaac.org/pictograms/6937,https://api.arasaac.org/api/pictograms/de/search/Taschenmesser,https://api.arasaac.org/api/pictograms/en/search/pocket%20knife,
67,Thermoskanne,Thermoskanne,thermos flask,API-Kandidat – visuell prüfen,7274,Thermoskanne,Thermoskanne,https://static.arasaac.org/pictograms/7274/7274_500.png,https://static.arasaac.org/pictograms/7274/7274_nocolor_500.png,https://arasaac.org/pictograms/7274,38604,water bottle,water bottle | flask water bottle | metal water bottle | metal bottle,https://static.arasaac.org/pictograms/38604/38604_500.png,https://static.arasaac.org/pictograms/38604/38604_nocolor_500.png,https://arasaac.org/pictograms/38604,https://api.arasaac.org/api/pictograms/de/search/Thermoskanne,https://api.arasaac.org/api/pictograms/en/search/thermos%20flask,
68,Turnmatte,Turnmatte,gym mat,API-Kandidat – visuell prüfen,36630,Turnmatte,Turnmatte | Matte,https://static.arasaac.org/pictograms/36630/36630_500.png,https://static.arasaac.org/pictograms/36630/36630_nocolor_500.png,https://arasaac.org/pictograms/36630,2346,mat,mat | gym mat,https://static.arasaac.org/pictograms/2346/2346_500.png,https://static.arasaac.org/pictograms/2346/2346_nocolor_500.png,https://arasaac.org/pictograms/2346,https://api.arasaac.org/api/pictograms/de/search/Turnmatte,https://api.arasaac.org/api/pictograms/en/search/gym%20mat,
69,Verkehrsschild,Verkehrsschild,traffic sign,API-Kandidat – visuell prüfen,2567,traffic lights,traffic lights | traffic signal | stoplight,https://static.arasaac.org/pictograms/2567/2567_500.png,https://static.arasaac.org/pictograms/2567/2567_nocolor_500.png,https://arasaac.org/pictograms/2567,37111,flashing traffic light,flashing traffic light | flashing green,https://static.arasaac.org/pictograms/37111/37111_500.png,https://static.arasaac.org/pictograms/37111/37111_nocolor_500.png,https://arasaac.org/pictograms/37111,https://api.arasaac.org/api/pictograms/de/search/Verkehrsschild,https://api.arasaac.org/api/pictograms/en/search/traffic%20sign,
70,Wanderstock,Wanderstock,hiking stick,API-Kandidat – visuell prüfen,35887,Wanderstock,Wanderstock | Walkingstock | Trekkingstock,https://static.arasaac.org/pictograms/35887/35887_500.png,https://static.arasaac.org/pictograms/35887/35887_nocolor_500.png,https://arasaac.org/pictograms/35887,36764,stick,stick | billy club | nightstick | truncheon,https://static.arasaac.org/pictograms/36764/36764_500.png,https://static.arasaac.org/pictograms/36764/36764_nocolor_500.png,https://arasaac.org/pictograms/36764,https://api.arasaac.org/api/pictograms/de/search/Wanderstock,https://api.arasaac.org/api/pictograms/en/search/hiking%20stick,
71,Werkzeugkiste,Werkzeugkiste,toolbox,API-Kandidat – visuell prüfen,2676,toolbox,toolbox,https://static.arasaac.org/pictograms/2676/2676_500.png,https://static.arasaac.org/pictograms/2676/2676_nocolor_500.png,https://arasaac.org/pictograms/2676,,,,,,,https://api.arasaac.org/api/pictograms/de/search/Werkzeugkiste,https://api.arasaac.org/api/pictograms/en/search/toolbox,
72,Zelt,Zelt,tent,API-Kandidat – visuell prüfen,4756,Campingzelt,Campingzelt | Zelt,https://static.arasaac.org/pictograms/4756/4756_500.png,https://static.arasaac.org/pictograms/4756/4756_nocolor_500.png,https://arasaac.org/pictograms/4756,35119,tent,tent | haima,https://static.arasaac.org/pictograms/35119/35119_500.png,https://static.arasaac.org/pictograms/35119/35119_nocolor_500.png,https://arasaac.org/pictograms/35119,https://api.arasaac.org/api/pictograms/de/search/Zelt,https://api.arasaac.org/api/pictograms/en/search/tent,
73,Trommel,Trommel,drum,API-Kandidat – visuell prüfen,2578,Trommel,Trommel,https://static.arasaac.org/pictograms/2578/2578_500.png,https://static.arasaac.org/pictograms/2578/2578_nocolor_500.png,https://arasaac.org/pictograms/2578,8341,Bongo,Bongo | Trommel,https://static.arasaac.org/pictograms/8341/8341_500.png,https://static.arasaac.org/pictograms/8341/8341_nocolor_500.png,https://arasaac.org/pictograms/8341,https://api.arasaac.org/api/pictograms/de/search/Trommel,https://api.arasaac.org/api/pictograms/en/search/drum,
