Count,card_id,slot_01_id,slot_01_name,slot_01_file,override:Symbol 1:rotation,override:Symbol 1:width,override:Symbol 1:height,slot_02_id,slot_02_name,slot_02_file,override:Symbol 2:rotation,override:Symbol 2:width,override:Symbol 2:height,slot_03_id,slot_03_name,slot_03_file,override:Symbol 3:rotation,override:Symbol 3:width,override:Symbol 3:height,slot_04_id,slot_04_name,slot_04_file,override:Symbol 4:rotation,override:Symbol 4:width,override:Symbol 4:height,slot_05_id,slot_05_name,slot_05_file,override:Symbol 5:rotation,override:Symbol 5:width,override:Symbol 5:height,slot_06_id,slot_06_name,slot_06_file,override:Symbol 6:rotation,override:Symbol 6:width,override:Symbol 6:height,slot_07_id,slot_07_name,slot_07_file,override:Symbol 7:rotation,override:Symbol 7:width,override:Symbol 7:height,slot_08_id,slot_08_name,slot_08_file,override:Symbol 8:rotation,override:Symbol 8:width,override:Symbol 8:height,slot_09_id,slot_09_name,slot_09_file,override:Symbol 9:rotation,override:Symbol 9:width,override:Symbol 9:height
1,44,32,Kerze,assets/images/arasaac/color/sym_32.png,20,185,185,19,Tasse,assets/images/arasaac/color/sym_19.png,-15,202,202,15,Schere,assets/images/arasaac/color/sym_15.png,-15,196,196,49,Angel,assets/images/arasaac/color/sym_49.png,-20,167,167,45,Würfel,assets/images/arasaac/color/sym_45.png,-20,238,238,70,Wanderstock,assets/images/arasaac/color/sym_70.png,-5,185,185,4,Brille,assets/images/arasaac/color/sym_04.png,0,196,196,34,Maus,assets/images/arasaac/color/sym_34.png,20,190,190,62,Schläger,assets/images/arasaac/color/sym_62.png,-20,196,196
1,45,5,Buch,assets/images/arasaac/color/sym_05.png,-10,190,190,10,Lampe,assets/images/arasaac/color/sym_10.png,15,202,202,22,Trinkflasche,assets/images/arasaac/color/sym_22.png,0,202,202,70,Wanderstock,assets/images/arasaac/color/sym_70.png,-20,173,173,56,Krücke,assets/images/arasaac/color/sym_56.png,-15,244,244,59,Pfeife,assets/images/arasaac/color/sym_59.png,-15,179,179,44,Tastatur,assets/images/arasaac/color/sym_44.png,0,190,190,39,Schaufel,assets/images/arasaac/color/sym_39.png,-20,202,202,25,Computer,assets/images/arasaac/color/sym_25.png,-5,190,190
1,46,9,Kissen,assets/images/arasaac/color/sym_09.png,0,190,190,43,Säge,assets/images/arasaac/color/sym_43.png,-20,196,196,40,Schraubenzieher,assets/images/arasaac/color/sym_40.png,-20,208,208,6,Decke,assets/images/arasaac/color/sym_06.png,5,173,173,55,Kompass,assets/images/arasaac/color/sym_55.png,-15,232,232,60,Rollstuhl,assets/images/arasaac/color/sym_60.png,-20,190,190,26,Eimer,assets/images/arasaac/color/sym_26.png,0,214,214,70,Wanderstock,assets/images/arasaac/color/sym_70.png,-15,190,190,21,Topf,assets/images/arasaac/color/sym_21.png,-5,190,190
1,47,57,Lupe,assets/images/arasaac/color/sym_57.png,5,179,179,70,Wanderstock,assets/images/arasaac/color/sym_70.png,5,214,214,42,Spiegel,assets/images/arasaac/color/sym_42.png,15,190,190,24,Bauklötze,assets/images/arasaac/color/sym_24.png,15,185,185,12,Messer,assets/images/arasaac/color/sym_12.png,15,238,238,7,Gabel,assets/images/arasaac/color/sym_07.png,5,179,179,27,Fahrrad,assets/images/arasaac/color/sym_27.png,-10,208,208,54,Koffer,assets/images/arasaac/color/sym_54.png,-5,202,202,37,Radio,assets/images/arasaac/color/sym_37.png,15,185,185
1,48,28,Gießkanne,assets/images/arasaac/color/sym_28.png,-20,173,173,70,Wanderstock,assets/images/arasaac/color/sym_70.png,-15,208,208,58,Mikrofon,assets/images/arasaac/color/sym_58.png,10,208,208,23,Zahnbürste,assets/images/arasaac/color/sym_23.png,-10,190,190,11,Löffel,assets/images/arasaac/color/sym_11.png,-15,232,232,53,Karte,assets/images/arasaac/color/sym_53.png,20,190,190,41,Schubkarre,assets/images/arasaac/color/sym_41.png,-20,196,196,8,Handtuch,assets/images/arasaac/color/sym_08.png,20,196,196,38,Rucksack,assets/images/arasaac/color/sym_38.png,10,196,196
1,49,38,Rucksack,assets/images/arasaac/color/sym_38.png,5,173,173,51,Fernglas,assets/images/arasaac/color/sym_51.png,5,196,196,44,Tastatur,assets/images/arasaac/color/sym_44.png,5,214,214,71,Werkzeugkiste,assets/images/arasaac/color/sym_71.png,0,167,167,1,Ball,assets/images/arasaac/color/sym_01.png,-5,238,238,15,Schere,assets/images/arasaac/color/sym_15.png,10,173,173,26,Eimer,assets/images/arasaac/color/sym_26.png,0,196,196,24,Bauklötze,assets/images/arasaac/color/sym_24.png,-20,208,208,61,Schlafsack,assets/images/arasaac/color/sym_61.png,-5,173,173
1,50,23,Zahnbürste,assets/images/arasaac/color/sym_23.png,10,179,179,52,Fußballtor,assets/images/arasaac/color/sym_52.png,0,196,196,43,Säge,assets/images/arasaac/color/sym_43.png,20,214,214,62,Schläger,assets/images/arasaac/color/sym_62.png,20,167,167,71,Werkzeugkiste,assets/images/arasaac/color/sym_71.png,-20,226,226,25,Computer,assets/images/arasaac/color/sym_25.png,-5,173,173,16,Schüssel,assets/images/arasaac/color/sym_16.png,-20,190,190,2,Besen,assets/images/arasaac/color/sym_02.png,-10,202,202,37,Radio,assets/images/arasaac/color/sym_37.png,-15,190,190
1,51,28,Gießkanne,assets/images/arasaac/color/sym_28.png,0,179,179,63,Seil,assets/images/arasaac/color/sym_63.png,5,190,190,22,Trinkflasche,assets/images/arasaac/color/sym_22.png,-15,208,208,71,Werkzeugkiste,assets/images/arasaac/color/sym_71.png,5,179,179,40,Schraubenzieher,assets/images/arasaac/color/sym_40.png,0,244,244,13,Pfanne,assets/images/arasaac/color/sym_13.png,0,167,167,3,Bett,assets/images/arasaac/color/sym_03.png,10,208,208,49,Angel,assets/images/arasaac/color/sym_49.png,0,190,190,42,Spiegel,assets/images/arasaac/color/sym_42.png,-15,185,185
1,52,41,Schubkarre,assets/images/arasaac/color/sym_41.png,-5,185,185,64,Stethoskop,assets/images/arasaac/color/sym_64.png,15,208,208,27,Fahrrad,assets/images/arasaac/color/sym_27.png,-15,190,190,14,Regenschirm,assets/images/arasaac/color/sym_14.png,0,190,190,50,Arztkoffer,assets/images/arasaac/color/sym_50.png,-20,232,232,71,Werkzeugkiste,assets/images/arasaac/color/sym_71.png,10,185,185,39,Schaufel,assets/images/arasaac/color/sym_39.png,-20,196,196,21,Topf,assets/images/arasaac/color/sym_21.png,-10,202,202,4,Brille,assets/images/arasaac/color/sym_04.png,-5,190,190
1,53,30,Helm,assets/images/arasaac/color/sym_30.png,20,196,196,34,Maus,assets/images/arasaac/color/sym_34.png,10,190,190,55,Kompass,assets/images/arasaac/color/sym_55.png,-20,196,196,5,Buch,assets/images/arasaac/color/sym_05.png,-15,179,179,48,Zollstock,assets/images/arasaac/color/sym_48.png,5,238,238,71,Werkzeugkiste,assets/images/arasaac/color/sym_71.png,-15,167,167,11,Löffel,assets/images/arasaac/color/sym_11.png,-10,208,208,20,Teller,assets/images/arasaac/color/sym_20.png,-20,208,208,57,Lupe,assets/images/arasaac/color/sym_57.png,-10,185,185
1,54,58,Mikrofon,assets/images/arasaac/color/sym_58.png,-5,196,196,71,Werkzeugkiste,assets/images/arasaac/color/sym_71.png,0,214,214,56,Krücke,assets/images/arasaac/color/sym_56.png,10,208,208,6,Decke,assets/images/arasaac/color/sym_06.png,20,179,179,33,Lineal,assets/images/arasaac/color/sym_33.png,-20,244,244,19,Tasse,assets/images/arasaac/color/sym_19.png,-15,190,190,47,Zeitung,assets/images/arasaac/color/sym_47.png,5,190,190,12,Messer,assets/images/arasaac/color/sym_12.png,-20,202,202,29,Hammer,assets/images/arasaac/color/sym_29.png,-5,173,173
1,55,46,Zange,assets/images/arasaac/color/sym_46.png,10,173,173,9,Kissen,assets/images/arasaac/color/sym_09.png,10,208,208,7,Gabel,assets/images/arasaac/color/sym_07.png,-5,214,214,53,Karte,assets/images/arasaac/color/sym_53.png,5,179,179,18,Stift,assets/images/arasaac/color/sym_18.png,0,250,250,36,Puzzle,assets/images/arasaac/color/sym_36.png,5,167,167,59,Pfeife,assets/images/arasaac/color/sym_59.png,-5,202,202,71,Werkzeugkiste,assets/images/arasaac/color/sym_71.png,0,196,196,32,Kerze,assets/images/arasaac/color/sym_32.png,10,179,179
1,56,35,Maßband,assets/images/arasaac/color/sym_35.png,20,196,196,54,Koffer,assets/images/arasaac/color/sym_54.png,-15,196,196,17,Seife,assets/images/arasaac/color/sym_17.png,-10,214,214,45,Würfel,assets/images/arasaac/color/sym_45.png,-15,179,179,8,Handtuch,assets/images/arasaac/color/sym_08.png,5,238,238,71,Werkzeugkiste,assets/images/arasaac/color/sym_71.png,-5,167,167,60,Rollstuhl,assets/images/arasaac/color/sym_60.png,20,208,208,31,Kamm,assets/images/arasaac/color/sym_31.png,-5,190,190,10,Lampe,assets/images/arasaac/color/sym_10.png,-20,190,190
1,57,16,Schüssel,assets/images/arasaac/color/sym_16.png,-5,196,196,47,Zeitung,assets/images/arasaac/color/sym_47.png,10,208,208,60,Rollstuhl,assets/images/arasaac/color/sym_60.png,5,196,196,22,Trinkflasche,assets/images/arasaac/color/sym_22.png,-15,185,185,72,Zelt,assets/images/arasaac/color/sym_72.png,10,244,244,27,Fahrrad,assets/images/arasaac/color/sym_27.png,5,185,185,53,Karte,assets/images/arasaac/color/sym_53.png,-20,214,214,1,Ball,assets/images/arasaac/color/sym_01.png,10,190,190,34,Maus,assets/images/arasaac/color/sym_34.png,5,179,179
1,58,54,Koffer,assets/images/arasaac/color/sym_54.png,-20,185,185,21,Topf,assets/images/arasaac/color/sym_21.png,5,190,190,15,Schere,assets/images/arasaac/color/sym_15.png,20,190,190,2,Besen,assets/images/arasaac/color/sym_02.png,-20,179,179,28,Gießkanne,assets/images/arasaac/color/sym_28.png,-5,250,250,59,Pfeife,assets/images/arasaac/color/sym_59.png,-10,167,167,33,Lineal,assets/images/arasaac/color/sym_33.png,-5,208,208,48,Zollstock,assets/images/arasaac/color/sym_48.png,20,214,214,72,Zelt,assets/images/arasaac/color/sym_72.png,5,173,173
1,59,58,Mikrofon,assets/images/arasaac/color/sym_58.png,-20,173,173,45,Würfel,assets/images/arasaac/color/sym_45.png,5,214,214,3,Bett,assets/images/arasaac/color/sym_03.png,-10,208,208,24,Bauklötze,assets/images/arasaac/color/sym_24.png,15,173,173,14,Regenschirm,assets/images/arasaac/color/sym_14.png,-20,232,232,72,Zelt,assets/images/arasaac/color/sym_72.png,10,185,185,25,Computer,assets/images/arasaac/color/sym_25.png,10,190,190,36,Puzzle,assets/images/arasaac/color/sym_36.png,-20,190,190,55,Kompass,assets/images/arasaac/color/sym_55.png,5,185,185
1,60,56,Krücke,assets/images/arasaac/color/sym_56.png,-20,173,173,4,Brille,assets/images/arasaac/color/sym_04.png,-15,196,196,23,Zahnbürste,assets/images/arasaac/color/sym_23.png,-5,196,196,72,Zelt,assets/images/arasaac/color/sym_72.png,0,185,185,35,Maßband,assets/images/arasaac/color/sym_35.png,-5,226,226,57,Lupe,assets/images/arasaac/color/sym_57.png,-10,179,179,26,Eimer,assets/images/arasaac/color/sym_26.png,20,202,202,46,Zange,assets/images/arasaac/color/sym_46.png,10,190,190,13,Pfanne,assets/images/arasaac/color/sym_13.png,10,185,185
1,61,5,Buch,assets/images/arasaac/color/sym_05.png,-10,185,185,38,Rucksack,assets/images/arasaac/color/sym_38.png,-15,202,202,12,Messer,assets/images/arasaac/color/sym_12.png,0,214,214,49,Angel,assets/images/arasaac/color/sym_49.png,5,185,185,64,Stethoskop,assets/images/arasaac/color/sym_64.png,0,226,226,72,Zelt,assets/images/arasaac/color/sym_72.png,15,185,185,18,Stift,assets/images/arasaac/color/sym_18.png,0,214,214,31,Kamm,assets/images/arasaac/color/sym_31.png,-10,208,208,43,Säge,assets/images/arasaac/color/sym_43.png,10,190,190
1,62,37,Radio,assets/images/arasaac/color/sym_37.png,-5,179,179,44,Tastatur,assets/images/arasaac/color/sym_44.png,0,208,208,50,Arztkoffer,assets/images/arasaac/color/sym_50.png,-15,202,202,6,Decke,assets/images/arasaac/color/sym_06.png,5,185,185,17,Seife,assets/images/arasaac/color/sym_17.png,-20,226,226,72,Zelt,assets/images/arasaac/color/sym_72.png,-10,179,179,63,Seil,assets/images/arasaac/color/sym_63.png,0,196,196,32,Kerze,assets/images/arasaac/color/sym_32.png,10,208,208,11,Löffel,assets/images/arasaac/color/sym_11.png,5,173,173
1,63,29,Hammer,assets/images/arasaac/color/sym_29.png,-15,185,185,41,Schubkarre,assets/images/arasaac/color/sym_41.png,-20,196,196,62,Schläger,assets/images/arasaac/color/sym_62.png,-5,202,202,7,Gabel,assets/images/arasaac/color/sym_07.png,15,167,167,51,Fernglas,assets/images/arasaac/color/sym_51.png,15,232,232,40,Schraubenzieher,assets/images/arasaac/color/sym_40.png,20,167,167,72,Zelt,assets/images/arasaac/color/sym_72.png,-10,214,214,20,Teller,assets/images/arasaac/color/sym_20.png,15,190,190,10,Lampe,assets/images/arasaac/color/sym_10.png,-15,173,173
1,64,72,Zelt,assets/images/arasaac/color/sym_72.png,20,196,196,42,Spiegel,assets/images/arasaac/color/sym_42.png,-10,214,214,39,Schaufel,assets/images/arasaac/color/sym_39.png,20,190,190,61,Schlafsack,assets/images/arasaac/color/sym_61.png,15,173,173,30,Helm,assets/images/arasaac/color/sym_30.png,0,238,238,52,Fußballtor,assets/images/arasaac/color/sym_52.png,10,179,179,19,Tasse,assets/images/arasaac/color/sym_19.png,10,208,208,8,Handtuch,assets/images/arasaac/color/sym_08.png,-10,202,202,9,Kissen,assets/images/arasaac/color/sym_09.png,-20,190,190
1,65,4,Brille,assets/images/arasaac/color/sym_04.png,15,196,196,3,Bett,assets/images/arasaac/color/sym_03.png,0,208,208,1,Ball,assets/images/arasaac/color/sym_01.png,20,214,214,8,Handtuch,assets/images/arasaac/color/sym_08.png,-15,173,173,2,Besen,assets/images/arasaac/color/sym_02.png,-15,232,232,6,Decke,assets/images/arasaac/color/sym_06.png,0,190,190,5,Buch,assets/images/arasaac/color/sym_05.png,20,190,190,7,Gabel,assets/images/arasaac/color/sym_07.png,-5,196,196,73,Trommel,assets/images/arasaac/color/sym_73.png,-20,173,173
1,66,12,Messer,assets/images/arasaac/color/sym_12.png,20,190,190,14,Regenschirm,assets/images/arasaac/color/sym_14.png,5,214,214,15,Schere,assets/images/arasaac/color/sym_15.png,-5,214,214,73,Trommel,assets/images/arasaac/color/sym_73.png,-15,173,173,10,Lampe,assets/images/arasaac/color/sym_10.png,-10,232,232,11,Löffel,assets/images/arasaac/color/sym_11.png,0,167,167,13,Pfanne,assets/images/arasaac/color/sym_13.png,5,214,214,16,Schüssel,assets/images/arasaac/color/sym_16.png,15,202,202,9,Kissen,assets/images/arasaac/color/sym_09.png,5,179,179
1,67,19,Tasse,assets/images/arasaac/color/sym_19.png,15,185,185,21,Topf,assets/images/arasaac/color/sym_21.png,-10,208,208,73,Trommel,assets/images/arasaac/color/sym_73.png,15,190,190,20,Teller,assets/images/arasaac/color/sym_20.png,-15,179,179,17,Seife,assets/images/arasaac/color/sym_17.png,-20,238,238,23,Zahnbürste,assets/images/arasaac/color/sym_23.png,-15,190,190,22,Trinkflasche,assets/images/arasaac/color/sym_22.png,15,190,190,18,Stift,assets/images/arasaac/color/sym_18.png,20,190,190,24,Bauklötze,assets/images/arasaac/color/sym_24.png,10,196,196
1,68,32,Kerze,assets/images/arasaac/color/sym_32.png,0,173,173,25,Computer,assets/images/arasaac/color/sym_25.png,5,202,202,26,Eimer,assets/images/arasaac/color/sym_26.png,15,190,190,30,Helm,assets/images/arasaac/color/sym_30.png,-10,167,167,31,Kamm,assets/images/arasaac/color/sym_31.png,10,226,226,73,Trommel,assets/images/arasaac/color/sym_73.png,5,179,179,29,Hammer,assets/images/arasaac/color/sym_29.png,20,214,214,27,Fahrrad,assets/images/arasaac/color/sym_27.png,-15,208,208,28,Gießkanne,assets/images/arasaac/color/sym_28.png,-20,196,196
1,69,34,Maus,assets/images/arasaac/color/sym_34.png,20,179,179,73,Trommel,assets/images/arasaac/color/sym_73.png,20,190,190,33,Lineal,assets/images/arasaac/color/sym_33.png,10,202,202,38,Rucksack,assets/images/arasaac/color/sym_38.png,15,190,190,35,Maßband,assets/images/arasaac/color/sym_35.png,10,226,226,36,Puzzle,assets/images/arasaac/color/sym_36.png,-10,190,190,37,Radio,assets/images/arasaac/color/sym_37.png,15,196,196,40,Schraubenzieher,assets/images/arasaac/color/sym_40.png,-10,196,196,39,Schaufel,assets/images/arasaac/color/sym_39.png,-5,173,173
1,70,47,Zeitung,assets/images/arasaac/color/sym_47.png,-5,179,179,48,Zollstock,assets/images/arasaac/color/sym_48.png,0,214,214,43,Säge,assets/images/arasaac/color/sym_43.png,5,214,214,41,Schubkarre,assets/images/arasaac/color/sym_41.png,-5,185,185,44,Tastatur,assets/images/arasaac/color/sym_44.png,-15,226,226,42,Spiegel,assets/images/arasaac/color/sym_42.png,0,179,179,45,Würfel,assets/images/arasaac/color/sym_45.png,-5,196,196,46,Zange,assets/images/arasaac/color/sym_46.png,-10,208,208,73,Trommel,assets/images/arasaac/color/sym_73.png,-10,190,190
1,71,51,Fernglas,assets/images/arasaac/color/sym_51.png,0,190,190,53,Karte,assets/images/arasaac/color/sym_53.png,-10,208,208,52,Fußballtor,assets/images/arasaac/color/sym_52.png,5,208,208,55,Kompass,assets/images/arasaac/color/sym_55.png,20,179,179,50,Arztkoffer,assets/images/arasaac/color/sym_50.png,0,238,238,54,Koffer,assets/images/arasaac/color/sym_54.png,0,179,179,73,Trommel,assets/images/arasaac/color/sym_73.png,-10,190,190,49,Angel,assets/images/arasaac/color/sym_49.png,5,202,202,56,Krücke,assets/images/arasaac/color/sym_56.png,-10,179,179
1,72,73,Trommel,assets/images/arasaac/color/sym_73.png,10,179,179,58,Mikrofon,assets/images/arasaac/color/sym_58.png,-20,196,196,63,Seil,assets/images/arasaac/color/sym_63.png,-5,190,190,62,Schläger,assets/images/arasaac/color/sym_62.png,-10,185,185,57,Lupe,assets/images/arasaac/color/sym_57.png,10,250,250,59,Pfeife,assets/images/arasaac/color/sym_59.png,5,179,179,61,Schlafsack,assets/images/arasaac/color/sym_61.png,10,196,196,64,Stethoskop,assets/images/arasaac/color/sym_64.png,5,196,196,60,Rollstuhl,assets/images/arasaac/color/sym_60.png,-5,196,196
1,73,70,Wanderstock,assets/images/arasaac/color/sym_70.png,15,185,185,65,Taschenlampe,assets/images/arasaac/color/sym_65.png,-5,214,214,66,Taschenmesser,assets/images/arasaac/color/sym_66.png,20,214,214,73,Trommel,assets/images/arasaac/color/sym_73.png,5,190,190,67,Thermoskanne,assets/images/arasaac/color/sym_67.png,-20,238,238,69,Verkehrsschild,assets/images/arasaac/color/sym_69.png,10,190,190,72,Zelt,assets/images/arasaac/color/sym_72.png,-5,202,202,71,Werkzeugkiste,assets/images/arasaac/color/sym_71.png,0,190,190,68,Turnmatte,assets/images/arasaac/color/sym_68.png,10,179,179
