card_id,slot_01_id,slot_01_name,slot_01_file,slot_01_rot,slot_01_size,slot_02_id,slot_02_name,slot_02_file,slot_02_rot,slot_02_size,slot_03_id,slot_03_name,slot_03_file,slot_03_rot,slot_03_size,slot_04_id,slot_04_name,slot_04_file,slot_04_rot,slot_04_size,slot_05_id,slot_05_name,slot_05_file,slot_05_rot,slot_05_size,slot_06_id,slot_06_name,slot_06_file,slot_06_rot,slot_06_size,slot_07_id,slot_07_name,slot_07_file,slot_07_rot,slot_07_size,slot_08_id,slot_08_name,slot_08_file,slot_08_rot,slot_08_size,slot_09_id,slot_09_name,slot_09_file,slot_09_rot,slot_09_size
45,5,Buch,assets/images/arasaac/color/sym_05.png,-10,1.6,10,Lampe,assets/images/arasaac/color/sym_10.png,15,1.7,22,Trinkflasche,assets/images/arasaac/color/sym_22.png,0,1.7,70,Wanderstock,assets/images/arasaac/color/sym_70.png,-20,1.45,56,Krücke,assets/images/arasaac/color/sym_56.png,-15,2.05,59,Pfeife,assets/images/arasaac/color/sym_59.png,-15,1.5,44,Tastatur,assets/images/arasaac/color/sym_44.png,0,1.6,39,Schaufel,assets/images/arasaac/color/sym_39.png,-20,1.7,25,Computer,assets/images/arasaac/color/sym_25.png,-5,1.6
46,9,Kissen,assets/images/arasaac/color/sym_09.png,0,1.6,43,Säge,assets/images/arasaac/color/sym_43.png,-20,1.65,40,Schraubenzieher,assets/images/arasaac/color/sym_40.png,-20,1.75,6,Decke,assets/images/arasaac/color/sym_06.png,5,1.45,55,Kompass,assets/images/arasaac/color/sym_55.png,-15,1.95,60,Rollstuhl,assets/images/arasaac/color/sym_60.png,-20,1.6,26,Eimer,assets/images/arasaac/color/sym_26.png,0,1.8,70,Wanderstock,assets/images/arasaac/color/sym_70.png,-15,1.6,21,Topf,assets/images/arasaac/color/sym_21.png,-5,1.6
47,57,Lupe,assets/images/arasaac/color/sym_57.png,5,1.5,70,Wanderstock,assets/images/arasaac/color/sym_70.png,5,1.8,42,Spiegel,assets/images/arasaac/color/sym_42.png,15,1.6,24,Bauklötze,assets/images/arasaac/color/sym_24.png,15,1.55,12,Messer,assets/images/arasaac/color/sym_12.png,15,2.0,7,Gabel,assets/images/arasaac/color/sym_07.png,5,1.5,27,Fahrrad,assets/images/arasaac/color/sym_27.png,-10,1.75,54,Koffer,assets/images/arasaac/color/sym_54.png,-5,1.7,37,Radio,assets/images/arasaac/color/sym_37.png,15,1.55
48,28,Gießkanne,assets/images/arasaac/color/sym_28.png,-20,1.45,70,Wanderstock,assets/images/arasaac/color/sym_70.png,-15,1.75,58,Mikrofon,assets/images/arasaac/color/sym_58.png,10,1.75,23,Zahnbürste,assets/images/arasaac/color/sym_23.png,-10,1.6,11,Löffel,assets/images/arasaac/color/sym_11.png,-15,1.95,53,Karte,assets/images/arasaac/color/sym_53.png,20,1.6,41,Schubkarre,assets/images/arasaac/color/sym_41.png,-20,1.65,8,Handtuch,assets/images/arasaac/color/sym_08.png,20,1.65,38,Rucksack,assets/images/arasaac/color/sym_38.png,10,1.65
49,38,Rucksack,assets/images/arasaac/color/sym_38.png,5,1.45,51,Fernglas,assets/images/arasaac/color/sym_51.png,5,1.65,44,Tastatur,assets/images/arasaac/color/sym_44.png,5,1.8,71,Werkzeugkiste,assets/images/arasaac/color/sym_71.png,0,1.4,1,Ball,assets/images/arasaac/color/sym_01.png,-5,2.0,15,Schere,assets/images/arasaac/color/sym_15.png,10,1.45,26,Eimer,assets/images/arasaac/color/sym_26.png,0,1.65,24,Bauklötze,assets/images/arasaac/color/sym_24.png,-20,1.75,61,Schlafsack,assets/images/arasaac/color/sym_61.png,-5,1.45
50,23,Zahnbürste,assets/images/arasaac/color/sym_23.png,10,1.5,52,Fußballtor,assets/images/arasaac/color/sym_52.png,0,1.65,43,Säge,assets/images/arasaac/color/sym_43.png,20,1.8,62,Schläger,assets/images/arasaac/color/sym_62.png,20,1.4,71,Werkzeugkiste,assets/images/arasaac/color/sym_71.png,-20,1.9,25,Computer,assets/images/arasaac/color/sym_25.png,-5,1.45,16,Schüssel,assets/images/arasaac/color/sym_16.png,-20,1.6,2,Besen,assets/images/arasaac/color/sym_02.png,-10,1.7,37,Radio,assets/images/arasaac/color/sym_37.png,-15,1.6
51,28,Gießkanne,assets/images/arasaac/color/sym_28.png,0,1.5,63,Seil,assets/images/arasaac/color/sym_63.png,5,1.6,22,Trinkflasche,assets/images/arasaac/color/sym_22.png,-15,1.75,71,Werkzeugkiste,assets/images/arasaac/color/sym_71.png,5,1.5,40,Schraubenzieher,assets/images/arasaac/color/sym_40.png,0,2.05,13,Pfanne,assets/images/arasaac/color/sym_13.png,0,1.4,3,Bett,assets/images/arasaac/color/sym_03.png,10,1.75,49,Angel,assets/images/arasaac/color/sym_49.png,0,1.6,42,Spiegel,assets/images/arasaac/color/sym_42.png,-15,1.55
52,41,Schubkarre,assets/images/arasaac/color/sym_41.png,-5,1.55,64,Stethoskop,assets/images/arasaac/color/sym_64.png,15,1.75,27,Fahrrad,assets/images/arasaac/color/sym_27.png,-15,1.6,14,Regenschirm,assets/images/arasaac/color/sym_14.png,0,1.6,50,Arztkoffer,assets/images/arasaac/color/sym_50.png,-20,1.95,71,Werkzeugkiste,assets/images/arasaac/color/sym_71.png,10,1.55,39,Schaufel,assets/images/arasaac/color/sym_39.png,-20,1.65,21,Topf,assets/images/arasaac/color/sym_21.png,-10,1.7,4,Brille,assets/images/arasaac/color/sym_04.png,-5,1.6
53,30,Helm,assets/images/arasaac/color/sym_30.png,20,1.65,34,Maus,assets/images/arasaac/color/sym_34.png,10,1.6,55,Kompass,assets/images/arasaac/color/sym_55.png,-20,1.65,5,Buch,assets/images/arasaac/color/sym_05.png,-15,1.5,48,Zollstock,assets/images/arasaac/color/sym_48.png,5,2.0,71,Werkzeugkiste,assets/images/arasaac/color/sym_71.png,-15,1.4,11,Löffel,assets/images/arasaac/color/sym_11.png,-10,1.75,20,Teller,assets/images/arasaac/color/sym_20.png,-20,1.75,57,Lupe,assets/images/arasaac/color/sym_57.png,-10,1.55
54,58,Mikrofon,assets/images/arasaac/color/sym_58.png,-5,1.65,71,Werkzeugkiste,assets/images/arasaac/color/sym_71.png,0,1.8,56,Krücke,assets/images/arasaac/color/sym_56.png,10,1.75,6,Decke,assets/images/arasaac/color/sym_06.png,20,1.5,33,Lineal,assets/images/arasaac/color/sym_33.png,-20,2.05,19,Tasse,assets/images/arasaac/color/sym_19.png,-15,1.6,47,Zeitung,assets/images/arasaac/color/sym_47.png,5,1.6,12,Messer,assets/images/arasaac/color/sym_12.png,-20,1.7,29,Hammer,assets/images/arasaac/color/sym_29.png,-5,1.45
55,46,Zange,assets/images/arasaac/color/sym_46.png,10,1.45,9,Kissen,assets/images/arasaac/color/sym_09.png,10,1.75,7,Gabel,assets/images/arasaac/color/sym_07.png,-5,1.8,53,Karte,assets/images/arasaac/color/sym_53.png,5,1.5,18,Stift,assets/images/arasaac/color/sym_18.png,0,2.1,36,Puzzle,assets/images/arasaac/color/sym_36.png,5,1.4,59,Pfeife,assets/images/arasaac/color/sym_59.png,-5,1.7,71,Werkzeugkiste,assets/images/arasaac/color/sym_71.png,0,1.65,32,Kerze,assets/images/arasaac/color/sym_32.png,10,1.5
56,35,Maßband,assets/images/arasaac/color/sym_35.png,20,1.65,54,Koffer,assets/images/arasaac/color/sym_54.png,-15,1.65,17,Seife,assets/images/arasaac/color/sym_17.png,-10,1.8,45,Würfel,assets/images/arasaac/color/sym_45.png,-15,1.5,8,Handtuch,assets/images/arasaac/color/sym_08.png,5,2.0,71,Werkzeugkiste,assets/images/arasaac/color/sym_71.png,-5,1.4,60,Rollstuhl,assets/images/arasaac/color/sym_60.png,20,1.75,31,Kamm,assets/images/arasaac/color/sym_31.png,-5,1.6,10,Lampe,assets/images/arasaac/color/sym_10.png,-20,1.6
57,16,Schüssel,assets/images/arasaac/color/sym_16.png,-5,1.65,47,Zeitung,assets/images/arasaac/color/sym_47.png,10,1.75,60,Rollstuhl,assets/images/arasaac/color/sym_60.png,5,1.65,22,Trinkflasche,assets/images/arasaac/color/sym_22.png,-15,1.55,72,Zelt,assets/images/arasaac/color/sym_72.png,10,2.05,27,Fahrrad,assets/images/arasaac/color/sym_27.png,5,1.55,53,Karte,assets/images/arasaac/color/sym_53.png,-20,1.8,1,Ball,assets/images/arasaac/color/sym_01.png,10,1.6,34,Maus,assets/images/arasaac/color/sym_34.png,5,1.5
58,54,Koffer,assets/images/arasaac/color/sym_54.png,-20,1.55,21,Topf,assets/images/arasaac/color/sym_21.png,5,1.6,15,Schere,assets/images/arasaac/color/sym_15.png,20,1.6,2,Besen,assets/images/arasaac/color/sym_02.png,-20,1.5,28,Gießkanne,assets/images/arasaac/color/sym_28.png,-5,2.1,59,Pfeife,assets/images/arasaac/color/sym_59.png,-10,1.4,33,Lineal,assets/images/arasaac/color/sym_33.png,-5,1.75,48,Zollstock,assets/images/arasaac/color/sym_48.png,20,1.8,72,Zelt,assets/images/arasaac/color/sym_72.png,5,1.45
59,58,Mikrofon,assets/images/arasaac/color/sym_58.png,-20,1.45,45,Würfel,assets/images/arasaac/color/sym_45.png,5,1.8,3,Bett,assets/images/arasaac/color/sym_03.png,-10,1.75,24,Bauklötze,assets/images/arasaac/color/sym_24.png,15,1.45,14,Regenschirm,assets/images/arasaac/color/sym_14.png,-20,1.95,72,Zelt,assets/images/arasaac/color/sym_72.png,10,1.55,25,Computer,assets/images/arasaac/color/sym_25.png,10,1.6,36,Puzzle,assets/images/arasaac/color/sym_36.png,-20,1.6,55,Kompass,assets/images/arasaac/color/sym_55.png,5,1.55
60,56,Krücke,assets/images/arasaac/color/sym_56.png,-20,1.45,4,Brille,assets/images/arasaac/color/sym_04.png,-15,1.65,23,Zahnbürste,assets/images/arasaac/color/sym_23.png,-5,1.65,72,Zelt,assets/images/arasaac/color/sym_72.png,0,1.55,35,Maßband,assets/images/arasaac/color/sym_35.png,-5,1.9,57,Lupe,assets/images/arasaac/color/sym_57.png,-10,1.5,26,Eimer,assets/images/arasaac/color/sym_26.png,20,1.7,46,Zange,assets/images/arasaac/color/sym_46.png,10,1.6,13,Pfanne,assets/images/arasaac/color/sym_13.png,10,1.55
61,5,Buch,assets/images/arasaac/color/sym_05.png,-10,1.55,38,Rucksack,assets/images/arasaac/color/sym_38.png,-15,1.7,12,Messer,assets/images/arasaac/color/sym_12.png,0,1.8,49,Angel,assets/images/arasaac/color/sym_49.png,5,1.55,64,Stethoskop,assets/images/arasaac/color/sym_64.png,0,1.9,72,Zelt,assets/images/arasaac/color/sym_72.png,15,1.55,18,Stift,assets/images/arasaac/color/sym_18.png,0,1.8,31,Kamm,assets/images/arasaac/color/sym_31.png,-10,1.75,43,Säge,assets/images/arasaac/color/sym_43.png,10,1.6
62,37,Radio,assets/images/arasaac/color/sym_37.png,-5,1.5,44,Tastatur,assets/images/arasaac/color/sym_44.png,0,1.75,50,Arztkoffer,assets/images/arasaac/color/sym_50.png,-15,1.7,6,Decke,assets/images/arasaac/color/sym_06.png,5,1.55,17,Seife,assets/images/arasaac/color/sym_17.png,-20,1.9,72,Zelt,assets/images/arasaac/color/sym_72.png,-10,1.5,63,Seil,assets/images/arasaac/color/sym_63.png,0,1.65,32,Kerze,assets/images/arasaac/color/sym_32.png,10,1.75,11,Löffel,assets/images/arasaac/color/sym_11.png,5,1.45
63,29,Hammer,assets/images/arasaac/color/sym_29.png,-15,1.55,41,Schubkarre,assets/images/arasaac/color/sym_41.png,-20,1.65,62,Schläger,assets/images/arasaac/color/sym_62.png,-5,1.7,7,Gabel,assets/images/arasaac/color/sym_07.png,15,1.4,51,Fernglas,assets/images/arasaac/color/sym_51.png,15,1.95,40,Schraubenzieher,assets/images/arasaac/color/sym_40.png,20,1.4,72,Zelt,assets/images/arasaac/color/sym_72.png,-10,1.8,20,Teller,assets/images/arasaac/color/sym_20.png,15,1.6,10,Lampe,assets/images/arasaac/color/sym_10.png,-15,1.45
64,72,Zelt,assets/images/arasaac/color/sym_72.png,20,1.65,42,Spiegel,assets/images/arasaac/color/sym_42.png,-10,1.8,39,Schaufel,assets/images/arasaac/color/sym_39.png,20,1.6,61,Schlafsack,assets/images/arasaac/color/sym_61.png,15,1.45,30,Helm,assets/images/arasaac/color/sym_30.png,0,2.0,52,Fußballtor,assets/images/arasaac/color/sym_52.png,10,1.5,19,Tasse,assets/images/arasaac/color/sym_19.png,10,1.75,8,Handtuch,assets/images/arasaac/color/sym_08.png,-10,1.7,9,Kissen,assets/images/arasaac/color/sym_09.png,-20,1.6
65,4,Brille,assets/images/arasaac/color/sym_04.png,15,1.65,3,Bett,assets/images/arasaac/color/sym_03.png,0,1.75,1,Ball,assets/images/arasaac/color/sym_01.png,20,1.8,8,Handtuch,assets/images/arasaac/color/sym_08.png,-15,1.45,2,Besen,assets/images/arasaac/color/sym_02.png,-15,1.95,6,Decke,assets/images/arasaac/color/sym_06.png,0,1.6,5,Buch,assets/images/arasaac/color/sym_05.png,20,1.6,7,Gabel,assets/images/arasaac/color/sym_07.png,-5,1.65,73,Trommel,assets/images/arasaac/color/sym_73.png,-20,1.45
66,12,Messer,assets/images/arasaac/color/sym_12.png,20,1.6,14,Regenschirm,assets/images/arasaac/color/sym_14.png,5,1.8,15,Schere,assets/images/arasaac/color/sym_15.png,-5,1.8,73,Trommel,assets/images/arasaac/color/sym_73.png,-15,1.45,10,Lampe,assets/images/arasaac/color/sym_10.png,-10,1.95,11,Löffel,assets/images/arasaac/color/sym_11.png,0,1.4,13,Pfanne,assets/images/arasaac/color/sym_13.png,5,1.8,16,Schüssel,assets/images/arasaac/color/sym_16.png,15,1.7,9,Kissen,assets/images/arasaac/color/sym_09.png,5,1.5
67,19,Tasse,assets/images/arasaac/color/sym_19.png,15,1.55,21,Topf,assets/images/arasaac/color/sym_21.png,-10,1.75,73,Trommel,assets/images/arasaac/color/sym_73.png,15,1.6,20,Teller,assets/images/arasaac/color/sym_20.png,-15,1.5,17,Seife,assets/images/arasaac/color/sym_17.png,-20,2.0,23,Zahnbürste,assets/images/arasaac/color/sym_23.png,-15,1.6,22,Trinkflasche,assets/images/arasaac/color/sym_22.png,15,1.6,18,Stift,assets/images/arasaac/color/sym_18.png,20,1.6,24,Bauklötze,assets/images/arasaac/color/sym_24.png,10,1.65
68,32,Kerze,assets/images/arasaac/color/sym_32.png,0,1.45,25,Computer,assets/images/arasaac/color/sym_25.png,5,1.7,26,Eimer,assets/images/arasaac/color/sym_26.png,15,1.6,30,Helm,assets/images/arasaac/color/sym_30.png,-10,1.4,31,Kamm,assets/images/arasaac/color/sym_31.png,10,1.9,73,Trommel,assets/images/arasaac/color/sym_73.png,5,1.5,29,Hammer,assets/images/arasaac/color/sym_29.png,20,1.8,27,Fahrrad,assets/images/arasaac/color/sym_27.png,-15,1.75,28,Gießkanne,assets/images/arasaac/color/sym_28.png,-20,1.65
69,34,Maus,assets/images/arasaac/color/sym_34.png,20,1.5,73,Trommel,assets/images/arasaac/color/sym_73.png,20,1.6,33,Lineal,assets/images/arasaac/color/sym_33.png,10,1.7,38,Rucksack,assets/images/arasaac/color/sym_38.png,15,1.6,35,Maßband,assets/images/arasaac/color/sym_35.png,10,1.9,36,Puzzle,assets/images/arasaac/color/sym_36.png,-10,1.6,37,Radio,assets/images/arasaac/color/sym_37.png,15,1.65,40,Schraubenzieher,assets/images/arasaac/color/sym_40.png,-10,1.65,39,Schaufel,assets/images/arasaac/color/sym_39.png,-5,1.45
70,47,Zeitung,assets/images/arasaac/color/sym_47.png,-5,1.5,48,Zollstock,assets/images/arasaac/color/sym_48.png,0,1.8,43,Säge,assets/images/arasaac/color/sym_43.png,5,1.8,41,Schubkarre,assets/images/arasaac/color/sym_41.png,-5,1.55,44,Tastatur,assets/images/arasaac/color/sym_44.png,-15,1.9,42,Spiegel,assets/images/arasaac/color/sym_42.png,0,1.5,45,Würfel,assets/images/arasaac/color/sym_45.png,-5,1.65,46,Zange,assets/images/arasaac/color/sym_46.png,-10,1.75,73,Trommel,assets/images/arasaac/color/sym_73.png,-10,1.6
71,51,Fernglas,assets/images/arasaac/color/sym_51.png,0,1.6,53,Karte,assets/images/arasaac/color/sym_53.png,-10,1.75,52,Fußballtor,assets/images/arasaac/color/sym_52.png,5,1.75,55,Kompass,assets/images/arasaac/color/sym_55.png,20,1.5,50,Arztkoffer,assets/images/arasaac/color/sym_50.png,0,2.0,54,Koffer,assets/images/arasaac/color/sym_54.png,0,1.5,73,Trommel,assets/images/arasaac/color/sym_73.png,-10,1.6,49,Angel,assets/images/arasaac/color/sym_49.png,5,1.7,56,Krücke,assets/images/arasaac/color/sym_56.png,-10,1.5
72,73,Trommel,assets/images/arasaac/color/sym_73.png,10,1.5,58,Mikrofon,assets/images/arasaac/color/sym_58.png,-20,1.65,63,Seil,assets/images/arasaac/color/sym_63.png,-5,1.6,62,Schläger,assets/images/arasaac/color/sym_62.png,-10,1.55,57,Lupe,assets/images/arasaac/color/sym_57.png,10,2.1,59,Pfeife,assets/images/arasaac/color/sym_59.png,5,1.5,61,Schlafsack,assets/images/arasaac/color/sym_61.png,10,1.65,64,Stethoskop,assets/images/arasaac/color/sym_64.png,5,1.65,60,Rollstuhl,assets/images/arasaac/color/sym_60.png,-5,1.65
73,70,Wanderstock,assets/images/arasaac/color/sym_70.png,15,1.55,65,Taschenlampe,assets/images/arasaac/color/sym_65.png,-5,1.8,66,Taschenmesser,assets/images/arasaac/color/sym_66.png,20,1.8,73,Trommel,assets/images/arasaac/color/sym_73.png,5,1.6,67,Thermoskanne,assets/images/arasaac/color/sym_67.png,-20,2.0,69,Verkehrsschild,assets/images/arasaac/color/sym_69.png,10,1.6,72,Zelt,assets/images/arasaac/color/sym_72.png,-5,1.7,71,Werkzeugkiste,assets/images/arasaac/color/sym_71.png,0,1.6,68,Turnmatte,assets/images/arasaac/color/sym_68.png,10,1.5
