card_id,position,symbol_id,name,filename,rotation_deg,size_cm
54,2,71,Werkzeugkiste,symbols/sym_71.png,0,1.8
54,3,56,Krücke,symbols/sym_56.png,10,1.75
54,4,6,Decke,symbols/sym_06.png,20,1.5
54,5,33,Lineal,symbols/sym_33.png,-20,2.05
54,6,19,Tasse,symbols/sym_19.png,-15,1.6
54,7,47,Zeitung,symbols/sym_47.png,5,1.6
54,8,12,Messer,symbols/sym_12.png,-20,1.7
54,9,29,Hammer,symbols/sym_29.png,-5,1.45
55,1,46,Zange,symbols/sym_46.png,10,1.45
55,2,9,Kissen,symbols/sym_09.png,10,1.75
55,3,7,Gabel,symbols/sym_07.png,-5,1.8
55,4,53,Karte,symbols/sym_53.png,5,1.5
55,5,18,Stift,symbols/sym_18.png,0,2.1
55,6,36,Puzzle,symbols/sym_36.png,5,1.4
55,7,59,Pfeife,symbols/sym_59.png,-5,1.7
55,8,71,Werkzeugkiste,symbols/sym_71.png,0,1.65
55,9,32,Kerze,symbols/sym_32.png,10,1.5
56,1,35,Maßband,symbols/sym_35.png,20,1.65
56,2,54,Koffer,symbols/sym_54.png,-15,1.65
56,3,17,Seife,symbols/sym_17.png,-10,1.8
56,4,45,Würfel,symbols/sym_45.png,-15,1.5
56,5,8,Handtuch,symbols/sym_08.png,5,2.0
56,6,71,Werkzeugkiste,symbols/sym_71.png,-5,1.4
56,7,60,Rollstuhl,symbols/sym_60.png,20,1.75
56,8,31,Kamm,symbols/sym_31.png,-5,1.6
56,9,10,Lampe,symbols/sym_10.png,-20,1.6
57,1,16,Schüssel,symbols/sym_16.png,-5,1.65
57,2,47,Zeitung,symbols/sym_47.png,10,1.75
57,3,60,Rollstuhl,symbols/sym_60.png,5,1.65
57,4,22,Trinkflasche,symbols/sym_22.png,-15,1.55
57,5,72,Zelt,symbols/sym_72.png,10,2.05
57,6,27,Fahrrad,symbols/sym_27.png,5,1.55
57,7,53,Karte,symbols/sym_53.png,-20,1.8
57,8,1,Ball,symbols/sym_01.png,10,1.6
57,9,34,Maus,symbols/sym_34.png,5,1.5
58,1,54,Koffer,symbols/sym_54.png,-20,1.55
58,2,21,Topf,symbols/sym_21.png,5,1.6
58,3,15,Schere,symbols/sym_15.png,20,1.6
58,4,2,Besen,symbols/sym_02.png,-20,1.5
58,5,28,Gießkanne,symbols/sym_28.png,-5,2.1
58,6,59,Pfeife,symbols/sym_59.png,-10,1.4
58,7,33,Lineal,symbols/sym_33.png,-5,1.75
58,8,48,Zollstock,symbols/sym_48.png,20,1.8
58,9,72,Zelt,symbols/sym_72.png,5,1.45
59,1,58,Mikrofon,symbols/sym_58.png,-20,1.45
59,2,45,Würfel,symbols/sym_45.png,5,1.8
59,3,3,Bett,symbols/sym_03.png,-10,1.75
59,4,24,Bauklötze,symbols/sym_24.png,15,1.45
59,5,14,Regenschirm,symbols/sym_14.png,-20,1.95
59,6,72,Zelt,symbols/sym_72.png,10,1.55
59,7,25,Computer,symbols/sym_25.png,10,1.6
59,8,36,Puzzle,symbols/sym_36.png,-20,1.6
59,9,55,Kompass,symbols/sym_55.png,5,1.55
60,1,56,Krücke,symbols/sym_56.png,-20,1.45
60,2,4,Brille,symbols/sym_04.png,-15,1.65
60,3,23,Zahnbürste,symbols/sym_23.png,-5,1.65
60,4,72,Zelt,symbols/sym_72.png,0,1.55
60,5,35,Maßband,symbols/sym_35.png,-5,1.9
60,6,57,Lupe,symbols/sym_57.png,-10,1.5
60,7,26,Eimer,symbols/sym_26.png,20,1.7
60,8,46,Zange,symbols/sym_46.png,10,1.6
60,9,13,Pfanne,symbols/sym_13.png,10,1.55
61,1,5,Buch,symbols/sym_05.png,-10,1.55
61,2,38,Rucksack,symbols/sym_38.png,-15,1.7
61,3,12,Messer,symbols/sym_12.png,0,1.8
61,4,49,Angel,symbols/sym_49.png,5,1.55
61,5,64,Stethoskop,symbols/sym_64.png,0,1.9
61,6,72,Zelt,symbols/sym_72.png,15,1.55
61,7,18,Stift,symbols/sym_18.png,0,1.8
61,8,31,Kamm,symbols/sym_31.png,-10,1.75
61,9,43,Säge,symbols/sym_43.png,10,1.6
62,1,37,Radio,symbols/sym_37.png,-5,1.5
62,2,44,Tastatur,symbols/sym_44.png,0,1.75
62,3,50,Arztkoffer,symbols/sym_50.png,-15,1.7
62,4,6,Decke,symbols/sym_06.png,5,1.55
62,5,17,Seife,symbols/sym_17.png,-20,1.9
62,6,72,Zelt,symbols/sym_72.png,-10,1.5
62,7,63,Seil,symbols/sym_63.png,0,1.65
62,8,32,Kerze,symbols/sym_32.png,10,1.75
62,9,11,Löffel,symbols/sym_11.png,5,1.45
63,1,29,Hammer,symbols/sym_29.png,-15,1.55
63,2,41,Schubkarre,symbols/sym_41.png,-20,1.65
63,3,62,Schläger,symbols/sym_62.png,-5,1.7
63,4,7,Gabel,symbols/sym_07.png,15,1.4
63,5,51,Fernglas,symbols/sym_51.png,15,1.95
63,6,40,Schraubenzieher,symbols/sym_40.png,20,1.4
63,7,72,Zelt,symbols/sym_72.png,-10,1.8
63,8,20,Teller,symbols/sym_20.png,15,1.6
63,9,10,Lampe,symbols/sym_10.png,-15,1.45
64,1,72,Zelt,symbols/sym_72.png,20,1.65
64,2,42,Spiegel,symbols/sym_42.png,-10,1.8
64,3,39,Schaufel,symbols/sym_39.png,20,1.6
64,4,61,Schlafsack,symbols/sym_61.png,15,1.45
64,5,30,Helm,symbols/sym_30.png,0,2.0
64,6,52,Fußballtor,symbols/sym_52.png,10,1.5
64,7,19,Tasse,symbols/sym_19.png,10,1.75
64,8,8,Handtuch,symbols/sym_08.png,-10,1.7
64,9,9,Kissen,symbols/sym_09.png,-20,1.6
65,1,4,Brille,symbols/sym_04.png,15,1.65
65,2,3,Bett,symbols/sym_03.png,0,1.75
65,3,1,Ball,symbols/sym_01.png,20,1.8
65,4,8,Handtuch,symbols/sym_08.png,-15,1.45
65,5,2,Besen,symbols/sym_02.png,-15,1.95
65,6,6,Decke,symbols/sym_06.png,0,1.6
65,7,5,Buch,symbols/sym_05.png,20,1.6
65,8,7,Gabel,symbols/sym_07.png,-5,1.65
65,9,73,Trommel,symbols/sym_73.png,-20,1.45
66,1,12,Messer,symbols/sym_12.png,20,1.6
66,2,14,Regenschirm,symbols/sym_14.png,5,1.8
66,3,15,Schere,symbols/sym_15.png,-5,1.8
66,4,73,Trommel,symbols/sym_73.png,-15,1.45
66,5,10,Lampe,symbols/sym_10.png,-10,1.95
66,6,11,Löffel,symbols/sym_11.png,0,1.4
66,7,13,Pfanne,symbols/sym_13.png,5,1.8
66,8,16,Schüssel,symbols/sym_16.png,15,1.7
66,9,9,Kissen,symbols/sym_09.png,5,1.5
67,1,19,Tasse,symbols/sym_19.png,15,1.55
67,2,21,Topf,symbols/sym_21.png,-10,1.75
67,3,73,Trommel,symbols/sym_73.png,15,1.6
67,4,20,Teller,symbols/sym_20.png,-15,1.5
67,5,17,Seife,symbols/sym_17.png,-20,2.0
67,6,23,Zahnbürste,symbols/sym_23.png,-15,1.6
67,7,22,Trinkflasche,symbols/sym_22.png,15,1.6
67,8,18,Stift,symbols/sym_18.png,20,1.6
67,9,24,Bauklötze,symbols/sym_24.png,10,1.65
68,1,32,Kerze,symbols/sym_32.png,0,1.45
68,2,25,Computer,symbols/sym_25.png,5,1.7
68,3,26,Eimer,symbols/sym_26.png,15,1.6
68,4,30,Helm,symbols/sym_30.png,-10,1.4
68,5,31,Kamm,symbols/sym_31.png,10,1.9
68,6,73,Trommel,symbols/sym_73.png,5,1.5
68,7,29,Hammer,symbols/sym_29.png,20,1.8
68,8,27,Fahrrad,symbols/sym_27.png,-15,1.75
68,9,28,Gießkanne,symbols/sym_28.png,-20,1.65
69,1,34,Maus,symbols/sym_34.png,20,1.5
69,2,73,Trommel,symbols/sym_73.png,20,1.6
69,3,33,Lineal,symbols/sym_33.png,10,1.7
69,4,38,Rucksack,symbols/sym_38.png,15,1.6
69,5,35,Maßband,symbols/sym_35.png,10,1.9
69,6,36,Puzzle,symbols/sym_36.png,-10,1.6
69,7,37,Radio,symbols/sym_37.png,15,1.65
69,8,40,Schraubenzieher,symbols/sym_40.png,-10,1.65
69,9,39,Schaufel,symbols/sym_39.png,-5,1.45
70,1,47,Zeitung,symbols/sym_47.png,-5,1.5
70,2,48,Zollstock,symbols/sym_48.png,0,1.8
70,3,43,Säge,symbols/sym_43.png,5,1.8
70,4,41,Schubkarre,symbols/sym_41.png,-5,1.55
70,5,44,Tastatur,symbols/sym_44.png,-15,1.9
70,6,42,Spiegel,symbols/sym_42.png,0,1.5
70,7,45,Würfel,symbols/sym_45.png,-5,1.65
70,8,46,Zange,symbols/sym_46.png,-10,1.75
70,9,73,Trommel,symbols/sym_73.png,-10,1.6
71,1,51,Fernglas,symbols/sym_51.png,0,1.6
71,2,53,Karte,symbols/sym_53.png,-10,1.75
71,3,52,Fußballtor,symbols/sym_52.png,5,1.75
71,4,55,Kompass,symbols/sym_55.png,20,1.5
71,5,50,Arztkoffer,symbols/sym_50.png,0,2.0
71,6,54,Koffer,symbols/sym_54.png,0,1.5
71,7,73,Trommel,symbols/sym_73.png,-10,1.6
71,8,49,Angel,symbols/sym_49.png,5,1.7
71,9,56,Krücke,symbols/sym_56.png,-10,1.5
72,1,73,Trommel,symbols/sym_73.png,10,1.5
72,2,58,Mikrofon,symbols/sym_58.png,-20,1.65
72,3,63,Seil,symbols/sym_63.png,-5,1.6
72,4,62,Schläger,symbols/sym_62.png,-10,1.55
72,5,57,Lupe,symbols/sym_57.png,10,2.1
72,6,59,Pfeife,symbols/sym_59.png,5,1.5
72,7,61,Schlafsack,symbols/sym_61.png,10,1.65
72,8,64,Stethoskop,symbols/sym_64.png,5,1.65
72,9,60,Rollstuhl,symbols/sym_60.png,-5,1.65
73,1,70,Wanderstock,symbols/sym_70.png,15,1.55
73,2,65,Taschenlampe,symbols/sym_65.png,-5,1.8
73,3,66,Taschenmesser,symbols/sym_66.png,20,1.8
73,4,73,Trommel,symbols/sym_73.png,5,1.6
73,5,67,Thermoskanne,symbols/sym_67.png,-20,2.0
73,6,69,Verkehrsschild,symbols/sym_69.png,10,1.6
73,7,72,Zelt,symbols/sym_72.png,-5,1.7
73,8,71,Werkzeugkiste,symbols/sym_71.png,0,1.6
73,9,68,Turnmatte,symbols/sym_68.png,10,1.5
